game_id,date,home_team,away_team,home_score,away_score,home_win,league,attendance,away_3p_attempts,away_3p_made,away_3p_pct,away_assists,away_blocks,away_fg_attempts,away_fg_made,away_fg_pct,away_fouls,away_ft_attempts,away_ft_made,away_ft_pct,away_q1,away_q2,away_q3,away_q4,away_rebounds,away_rest_days,away_steals,away_travel_distance,away_turnovers,defensive_rating,home_3p_attempts,home_3p_made,home_3p_pct,home_assists,home_blocks,home_fg_attempts,home_fg_made,home_fg_pct,home_fouls,home_ft_attempts,home_ft_made,home_ft_pct,home_q1,home_q2,home_q3,home_q4,home_rebounds,home_rest_days,home_steals,home_travel_distance,home_turnovers,offensive_rating,overtime,pace,pace_estimate,point_diff,processed_at,referees,season,total_points,true_shooting_pct,venue
game_6004405268223882383,2026-01-28,Unknown,31,34,11,1,Unknown,5000,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,34,17,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.5,23,2026-01-28T15:28:30.648830,Unknown,2024-25,45,,Unknown
game_-5783561040263956934,2026-01-28,Unknown,18,31,16,1,Unknown,5000,6,2,0.333,20,4,16,8,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.5222222222222223,15,2026-01-28T15:28:30.648922,Unknown,2024-25,47,,Unknown
game_9046395820361935512,2026-01-28,Unknown,18,22,24,0,Unknown,5000,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,22,11,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.5111111111111111,-2,2026-01-28T15:28:30.649012,Unknown,2024-25,46,,Unknown
game_7974282892883495875,2026-01-28,Unknown,29,15,32,0,Unknown,5000,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,14,7,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.5222222222222223,-17,2026-01-28T15:28:30.649101,Unknown,2024-25,47,,Unknown
game_-1283761711678506878,2026-01-28,@ WAS 115,Final,6,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,0,,0.06666666666666667,6,2026-01-28T15:28:30.649204,Unknown,2024-25,6,,Unknown
game_-6740938953983919403,2026-01-28,@ NYK 103,Final,6,30,0,Unknown,5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,0,,0.4,-24,2026-01-28T15:28:30.649296,Unknown,2024-25,36,,Unknown
game_-9049001001333232294,2026-01-28,SG,31,34,57,0,Unknown,5000,27,9,0.333,20,4,56,28,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,34,17,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,1.011111111111111,-23,2026-01-28T15:28:30.649385,Unknown,2024-25,91,,Unknown
game_-425157386964123528,2026-01-28,Unknown,10,19,12,1,Unknown,5000,6,2,0.333,20,4,12,6,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,18,9,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.34444444444444444,7,2026-01-28T15:28:30.649475,Unknown,2024-25,31,,Unknown
game_878443682236700602,2026-01-28,C,14,29,59,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,28,14,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.9777777777777777,-30,2026-01-28T15:28:30.649566,Unknown,2024-25,88,,Unknown
game_5896561293414127048,2026-01-28,SF,16,32,52,0,Unknown,5000,24,8,0.333,20,4,52,26,0.5,20,13,10,0.769,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.9333333333333333,-20,2026-01-28T15:28:30.649654,Unknown,2024-25,84,,Unknown
game_5786977063991543811,2026-01-28,Unknown,6,11,55,0,Unknown,5000,27,9,0.333,20,4,54,27,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.7333333333333333,-44,2026-01-28T15:28:30.649743,Unknown,2024-25,66,,Unknown
game_8356949668646108712,2026-01-28,Unknown,6,23,42,0,Unknown,5000,21,7,0.333,20,4,42,21,0.5,20,11,8,0.727,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,22,11,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.7222222222222222,-19,2026-01-28T15:28:30.649852,Unknown,2024-25,65,,Unknown
game_-9056688799882944360,2026-01-28,Unknown,0,15,24,0,Unknown,5000,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,14,7,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.43333333333333335,-9,2026-01-28T15:28:30.650065,Unknown,2024-25,39,,Unknown
game_-898095515752207866,2026-01-28,PF,17,30,44,0,Unknown,5000,21,7,0.333,20,4,44,22,0.5,20,11,8,0.727,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.8222222222222222,-14,2026-01-28T15:28:30.650231,Unknown,2024-25,74,,Unknown
game_6720562048528778807,2026-01-28,Unknown,6,16,31,0,Unknown,5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,16,8,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.5222222222222223,-15,2026-01-28T15:28:30.650328,Unknown,2024-25,47,,Unknown
game_-1721363059242354245,2026-01-28,PG,5,24,44,0,Unknown,5000,21,7,0.333,20,4,44,22,0.5,20,11,8,0.727,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.7555555555555555,-20,2026-01-28T15:28:30.650453,Unknown,2024-25,68,,Unknown
game_-3398149118137586668,2026-01-28,Unknown,111,240,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,120,40,0.333,20,4,240,120,0.5,20,51,48,0.941,0,0,0,0,35,,7,,13,,0,,2.6666666666666665,240,2026-01-28T15:28:30.650595,Unknown,2024-25,240,,Unknown
game_-4540085542661995774,2026-01-28,C,29,36,7,1,Unknown,5000,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,0,,0.4777777777777778,29,2026-01-28T15:28:30.650766,Unknown,2024-25,43,,Unknown
game_7255997868016849561,2026-01-28,PF,19,26,46,0,Unknown,5000,21,7,0.333,20,4,46,23,0.5,20,12,9,0.75,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.8,-20,2026-01-28T15:28:30.650909,Unknown,2024-25,72,,Unknown
game_4089012484005977670,2026-01-28,SF,19,36,36,0,Unknown,5000,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,0,,0.8,0,2026-01-28T15:28:30.651061,Unknown,2024-25,72,,Unknown
game_2219874975205067762,2026-01-28,SG,5,27,36,0,Unknown,5000,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.7,-9,2026-01-28T15:28:30.651209,Unknown,2024-25,63,,Unknown
game_-2416753279688129966,2026-01-28,PG,18,32,2,1,Unknown,5000,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.37777777777777777,30,2026-01-28T15:28:30.651362,Unknown,2024-25,34,,Unknown
game_-2560584807084819808,2026-01-28,Unknown,11,27,58,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.9444444444444444,-31,2026-01-28T15:28:30.651456,Unknown,2024-25,85,,Unknown
game_6407670173646150985,2026-01-28,Unknown,6,10,57,0,Unknown,5000,27,9,0.333,20,4,56,28,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.7444444444444445,-47,2026-01-28T15:28:30.651546,Unknown,2024-25,67,,Unknown
game_7938789580401460798,2026-01-28,Unknown,2,12,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,12,6,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.13333333333333333,12,2026-01-28T15:28:30.651635,Unknown,2024-25,12,,Unknown
game_-3397546872255374201,2026-01-28,Unknown,2,6,11,0,Unknown,5000,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,0,,0.18888888888888888,-5,2026-01-28T15:28:30.651724,Unknown,2024-25,17,,Unknown
game_-5830926323664371277,2026-01-28,Unknown,3,2,8,0,Unknown,5000,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,0,,0.1111111111111111,-6,2026-01-28T15:28:30.651839,Unknown,2024-25,10,,Unknown
game_-9202385399116234319,2026-01-28,Unknown,0,3,34,0,Unknown,5000,15,5,0.333,20,4,34,17,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,0,,0.4111111111111111,-31,2026-01-28T15:28:30.651994,Unknown,2024-25,37,,Unknown
game_-8407899561489155582,2026-01-28,Unknown,1,18,5,1,Unknown,5000,0,0,0,20,4,4,2,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,18,9,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.25555555555555554,13,2026-01-28T15:28:30.652085,Unknown,2024-25,23,,Unknown
game_-3820101645985303137,2026-01-28,Unknown,115,240,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,120,40,0.333,20,4,240,120,0.5,20,51,48,0.941,0,0,0,0,35,,7,,13,,0,,2.6666666666666665,240,2026-01-28T15:28:30.652211,Unknown,2024-25,240,,Unknown
game_-3548418227460865750,2026-01-28,SG,7,29,50,0,Unknown,5000,24,8,0.333,20,4,50,25,0.5,20,13,10,0.769,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,28,14,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.8777777777777778,-21,2026-01-28T15:28:30.652360,Unknown,2024-25,79,,Unknown
game_-6206747248878548852,2026-01-28,Unknown,4,21,58,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,20,10,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.8777777777777778,-37,2026-01-28T15:28:30.652477,Unknown,2024-25,79,,Unknown
game_6284503024690680986,2026-01-28,PF,34,38,56,0,Unknown,5000,27,9,0.333,20,4,56,28,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,18,6,0.333,20,4,38,19,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,0,,1.0444444444444445,-18,2026-01-28T15:28:30.652642,Unknown,2024-25,94,,Unknown
game_5250536161266215437,2026-01-28,C,11,32,46,0,Unknown,5000,21,7,0.333,20,4,46,23,0.5,20,12,9,0.75,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.8666666666666667,-14,2026-01-28T15:28:30.652769,Unknown,2024-25,78,,Unknown
game_6785945400692915227,2026-01-28,SF,6,23,41,0,Unknown,5000,18,6,0.333,20,4,40,20,0.5,20,11,8,0.727,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,22,11,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.7111111111111111,-18,2026-01-28T15:28:30.652859,Unknown,2024-25,64,,Unknown
game_-8747072436531526594,2026-01-28,Unknown,4,22,36,0,Unknown,5000,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,22,11,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.6444444444444445,-14,2026-01-28T15:28:30.652949,Unknown,2024-25,58,,Unknown
game_-1330518153813171231,2026-01-28,Unknown,4,14,33,0,Unknown,5000,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,14,7,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.5222222222222223,-19,2026-01-28T15:28:30.653095,Unknown,2024-25,47,,Unknown
game_7195333250439923437,2026-01-28,Unknown,3,22,13,1,Unknown,5000,6,2,0.333,20,4,12,6,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,22,11,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.3888888888888889,9,2026-01-28T15:28:30.653235,Unknown,2024-25,35,,Unknown
game_1143068111806807998,2026-01-28,PG,14,33,27,1,Unknown,5000,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.6666666666666666,6,2026-01-28T15:28:30.653355,Unknown,2024-25,60,,Unknown
game_-1553914343049635399,2026-01-28,Unknown,87,240,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,120,40,0.333,20,4,240,120,0.5,20,51,48,0.941,0,0,0,0,35,,7,,13,,0,,2.6666666666666665,240,2026-01-28T15:28:30.653461,Unknown,2024-25,240,,Unknown
game_-117930229711653294,2026-01-28,PG,28,34,39,0,Unknown,5000,18,6,0.333,20,4,38,19,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,34,17,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.8111111111111111,-5,2026-01-28T15:28:30.653560,Unknown,2024-25,73,,Unknown
game_1219963182920790522,2026-01-28,Unknown,7,26,59,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.9444444444444444,-33,2026-01-28T15:28:30.653715,Unknown,2024-25,85,,Unknown
game_-5603376907106817338,2026-01-28,PF,7,31,25,1,Unknown,5000,12,4,0.333,20,4,24,12,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.6222222222222222,6,2026-01-28T15:28:30.653818,Unknown,2024-25,56,,Unknown
game_-19527641271396645,2026-01-28,SG,18,37,32,1,Unknown,5000,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,18,6,0.333,20,4,36,18,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,0,,0.7666666666666667,5,2026-01-28T15:28:30.653918,Unknown,2024-25,69,,Unknown
game_-6795386466586457005,2026-01-28,C,17,27,3,1,Unknown,5000,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.3333333333333333,24,2026-01-28T15:28:30.654098,Unknown,2024-25,30,,Unknown
game_-5668106900787909999,2026-01-28,Unknown,9,29,44,0,Unknown,5000,21,7,0.333,20,4,44,22,0.5,20,11,8,0.727,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,28,14,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.8111111111111111,-15,2026-01-28T15:28:30.654287,Unknown,2024-25,73,,Unknown
game_3390428736373767547,2026-01-28,SF,15,32,28,1,Unknown,5000,12,4,0.333,20,4,28,14,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.6666666666666666,4,2026-01-28T15:28:30.654383,Unknown,2024-25,60,,Unknown
game_-3408955822894803681,2026-01-28,Unknown,2,17,15,1,Unknown,5000,6,2,0.333,20,4,14,7,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,6,2,0.333,20,4,16,8,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.35555555555555557,2,2026-01-28T15:28:30.654475,Unknown,2024-25,32,,Unknown
game_6804355688686516460,2026-01-28,Unknown,0,2,55,0,Unknown,5000,27,9,0.333,20,4,54,27,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,0,,0.6333333333333333,-53,2026-01-28T15:28:30.654566,Unknown,2024-25,57,,Unknown
game_1815369664876737023,2026-01-28,Unknown,103,240,0,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,120,40,0.333,20,4,240,120,0.5,20,51,48,0.941,0,0,0,0,35,,7,,13,,0,,2.6666666666666665,240,2026-01-28T15:28:30.654656,Unknown,2024-25,240,,Unknown
game_-8486405942844356395,2026-01-28,SF,16,33,14,1,Unknown,5000,6,2,0.333,20,4,14,7,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.5222222222222223,19,2026-01-28T15:28:30.654760,Unknown,2024-25,47,,Unknown
game_-1897589706739077498,2026-01-28,PF,21,33,38,0,Unknown,5000,18,6,0.333,20,4,38,19,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.7888888888888889,-5,2026-01-28T15:28:30.654892,Unknown,2024-25,71,,Unknown
game_1660636297872499325,2026-01-28,PG,9,26,32,0,Unknown,5000,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.6444444444444445,-6,2026-01-28T15:28:30.654981,Unknown,2024-25,58,,Unknown
game_-4412952184447791794,2026-01-28,Unknown,7,18,1,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,18,9,0.5,20,6,3,0.5,0,0,0,0,35,,7,,13,,0,,0.2111111111111111,17,2026-01-28T15:28:30.655069,Unknown,2024-25,19,,Unknown
game_-256525290256592995,2026-01-28,C,9,26,12,1,Unknown,5000,6,2,0.333,20,4,12,6,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,26,13,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,0,,0.4222222222222222,14,2026-01-28T15:28:30.655168,Unknown,2024-25,38,,Unknown
game_-7035696733876035667,2026-01-28,Unknown,6,10,3,1,Unknown,5000,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.14444444444444443,7,2026-01-28T15:28:30.655274,Unknown,2024-25,13,,Unknown
game_739867148014276846,2026-01-28,Unknown,9,21,14,1,Unknown,5000,6,2,0.333,20,4,14,7,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,20,10,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.3888888888888889,7,2026-01-28T15:28:30.655402,Unknown,2024-25,35,,Unknown
game_-6673590714310395302,2026-01-28,SG,10,39,7,1,Unknown,5000,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,18,6,0.333,20,4,38,19,0.5,20,10,7,0.7,0,0,0,0,35,,7,,13,,0,,0.5111111111111111,32,2026-01-28T15:28:30.655522,Unknown,2024-25,46,,Unknown
game_-6806106740598295009,2026-01-28,Unknown,8,20,1,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,9,3,0.333,20,4,20,10,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.23333333333333334,19,2026-01-28T15:28:30.655613,Unknown,2024-25,21,,Unknown
game_1716578339700236728,2026-01-28,Unknown,0,11,59,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,7,,13,,0,,0.7777777777777778,-48,2026-01-28T15:28:30.655719,Unknown,2024-25,70,,Unknown
game_-1720099925880232363,2026-01-28,Unknown,95,240,1,1,Unknown,5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,7,,13,,120,40,0.333,20,4,240,120,0.5,20,51,48,0.941,0,0,0,0,35,,7,,13,,0,,2.6777777777777776,239,2026-01-28T15:28:30.655814,Unknown,2024-25,241,,Unknown
game_658271421775336578,2026-01-28,C,20,32,59,0,Unknown,5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,32,16,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,1.011111111111111,-27,2026-01-28T15:28:30.655996,Unknown,2024-25,91,,Unknown
game_4678102111152819871,2026-01-28,Unknown,17,24,25,0,Unknown,5000,12,4,0.333,20,4,24,12,0.5,20,8,5,0.625,0,0,0,0,35,,7,,13,,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,7,,13,,0,,0.5444444444444444,-1,2026-01-28T15:28:30.656179,Unknown,2024-25,49,,Unknown
game_4998494979136836919,2026-01-28,SG,12,34,7,1,Unknown,5000,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,,13,,15,5,0.333,20,4,34,17,0.5,20,9,6,0.667,0,0,0,0,35,,7,,13,,0,,0.45555555555555555,27,2026-01-28T15:28:30.656319,Unknown,2024-25,41,,Unknown
